transaction_id,user_id,transaction_date,amount,payment_method,device,payment_status,failure_reason,retry_count,recovered_flag,recovery_status,revenue_lost,revenue_recovered,retry_bucket
1,1860,2024-05-24,1324.34,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
2,4772,2024-04-04,2237.72,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
3,4092,2024-02-02,3190.09,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
4,1466,2024-02-25,940.45,Credit Card,Android,failed,network_error,0,0,lost,940.45,0.0,no_retry
5,5426,2024-05-04,3846.3,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
6,4444,2024-02-17,1885.58,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
7,4171,2024-04-03,4105.43,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
8,3919,2024-06-12,580.05,Wallet,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
9,1130,2024-05-18,3430.81,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
10,2685,2024-05-12,1537.31,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
11,1769,2024-05-09,3997.38,UPI,Web,failed,network_error,0,0,lost,3997.38,0.0,no_retry
12,3391,2024-02-03,2070.64,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
13,3433,2024-06-19,3360.21,Net Banking,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
14,2184,2024-03-07,4678.1,Wallet,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
15,5555,2024-06-12,201.07,Credit Card,Web,failed,insufficient_funds,0,0,lost,201.07,0.0,no_retry
16,4385,2024-02-07,154.47,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
17,5117,2024-05-19,3874.37,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
18,5843,2024-05-26,3267.33,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
19,3904,2024-05-26,1535.6,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
20,1474,2024-05-14,2522.54,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
21,2082,2024-05-08,305.48,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
22,3558,2024-06-28,1042.98,Net Banking,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
23,3047,2024-06-25,2180.03,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
24,3747,2024-05-31,4186.82,Debit Card,Android,failed,timeout,2,1,recovered,0.0,4186.82,2_retries
25,1975,2024-03-14,2450.37,Credit Card,iOS,failed,timeout,2,1,recovered,0.0,2450.37,2_retries
26,2806,2024-05-21,2973.18,UPI,Android,failed,insufficient_funds,2,1,recovered,0.0,2973.18,2_retries
27,1189,2024-06-14,4381.39,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
28,3734,2024-01-16,1613.21,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
29,4005,2024-01-06,3533.43,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
30,5658,2024-06-01,4322.17,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
31,2899,2024-04-21,1092.82,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
32,2267,2024-04-30,1846.74,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
33,2528,2024-06-27,4901.07,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
34,4202,2024-06-27,4917.77,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
35,4556,2024-02-16,1193.83,Credit Card,iOS,failed,network_error,1,0,lost,1193.83,0.0,1_retry
36,4890,2024-04-12,425.58,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
37,1646,2024-06-27,1427.52,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
38,3888,2024-03-10,2048.89,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
39,3435,2024-02-01,2260.93,Debit Card,iOS,failed,bank_decline,0,0,lost,2260.93,0.0,no_retry
40,1600,2024-06-21,3132.15,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
41,3363,2024-04-14,4507.56,Debit Card,Android,failed,network_error,2,1,recovered,0.0,4507.56,2_retries
42,3061,2024-02-22,1718.71,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
43,1241,2024-04-22,4264.92,Credit Card,Android,failed,insufficient_funds,3,0,lost,4264.92,0.0,3_retries
44,3041,2024-02-08,558.05,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
45,3824,2024-05-22,305.19,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
46,3612,2024-03-30,2569.82,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
47,2363,2024-06-19,392.34,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
48,2478,2024-02-11,2023.2,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
49,3556,2024-01-09,4494.21,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
50,1775,2024-03-09,1283.27,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
51,5014,2024-04-04,3559.28,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
52,1034,2024-06-25,1581.59,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
53,4152,2024-04-19,320.11,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
54,2955,2024-01-09,2827.78,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
55,2585,2024-05-02,4190.78,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
56,4943,2024-05-08,2106.4,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
57,4073,2024-02-28,3124.74,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
58,2021,2024-06-13,4510.12,Credit Card,Android,failed,bank_decline,2,0,lost,4510.12,0.0,2_retries
59,4461,2024-04-03,3969.5,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
60,3613,2024-02-21,1049.99,Wallet,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
61,4843,2024-06-02,3693.58,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
62,2500,2024-02-20,2559.28,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
63,5798,2024-03-31,3755.24,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
64,1161,2024-02-25,2523.13,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
65,5297,2024-05-30,727.0,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
66,2981,2024-03-19,2892.56,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
67,1995,2024-03-17,2511.46,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
68,5911,2024-03-12,2637.82,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
69,4342,2024-01-16,4406.62,Wallet,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
70,5551,2024-03-27,4484.7,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
71,4798,2024-01-26,2322.33,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
72,2275,2024-02-22,2333.09,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
73,2016,2024-01-30,2624.42,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
74,1337,2024-06-28,2645.99,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
75,1878,2024-01-18,4756.9,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
76,2076,2024-02-08,3282.06,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
77,5887,2024-02-14,1459.54,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
78,4993,2024-02-07,2704.53,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
79,5859,2024-02-05,3173.4,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
80,1379,2024-06-13,3234.88,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
81,1492,2024-04-07,2967.75,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
82,3062,2024-01-06,970.91,Debit Card,iOS,failed,insufficient_funds,0,0,lost,970.91,0.0,no_retry
83,4884,2024-04-20,264.61,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
84,1064,2024-05-09,1755.43,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
85,3568,2024-01-21,2194.86,UPI,Web,failed,insufficient_funds,1,0,lost,2194.86,0.0,1_retry
86,3027,2024-05-11,402.84,UPI,Android,failed,network_error,0,0,lost,402.84,0.0,no_retry
87,3695,2024-05-16,4093.34,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
88,2495,2024-01-20,1785.98,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
89,1391,2024-03-03,4576.8,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
90,5514,2024-04-22,856.61,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
91,5474,2024-03-27,378.98,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
92,4561,2024-04-20,2463.35,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
93,3278,2024-02-18,1026.73,Wallet,Android,failed,network_error,2,0,lost,1026.73,0.0,2_retries
94,4099,2024-04-02,4693.26,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
95,1200,2024-05-21,150.49,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
96,5875,2024-06-04,2121.84,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
97,4104,2024-02-22,4641.06,UPI,Android,failed,insufficient_funds,1,0,lost,4641.06,0.0,1_retry
98,5598,2024-01-06,1983.65,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
99,3454,2024-01-30,556.24,UPI,iOS,failed,insufficient_funds,3,1,recovered,0.0,556.24,3_retries
100,4645,2024-06-14,1584.19,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
101,1804,2024-03-16,2540.25,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
102,3731,2024-01-28,1007.24,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
103,3773,2024-04-04,2386.15,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
104,2570,2024-02-25,4198.08,Net Banking,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
105,3690,2024-02-20,4375.83,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
106,4840,2024-01-10,341.38,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
107,2028,2024-05-17,888.43,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
108,1502,2024-03-06,1448.92,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
109,5493,2024-02-05,3014.84,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
110,1870,2024-02-14,1868.87,Debit Card,Android,failed,timeout,2,1,recovered,0.0,1868.87,2_retries
111,5488,2024-01-31,4235.8,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
112,1206,2024-04-05,3611.69,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
113,2484,2024-01-22,592.23,UPI,Android,failed,timeout,2,1,recovered,0.0,592.23,2_retries
114,1863,2024-05-23,3160.33,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
115,3790,2024-05-12,653.76,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
116,1563,2024-06-21,1349.67,Wallet,iOS,failed,network_error,0,0,lost,1349.67,0.0,no_retry
117,5191,2024-04-17,971.57,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
118,2757,2024-03-10,948.0,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
119,2678,2024-05-23,3120.34,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
120,4242,2024-03-27,2861.66,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
121,5636,2024-05-09,962.54,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
122,2059,2024-01-29,4951.85,Credit Card,Android,failed,timeout,0,0,lost,4951.85,0.0,no_retry
123,2722,2024-02-13,2167.0,Wallet,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
124,4314,2024-01-25,575.64,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
125,4157,2024-06-20,690.79,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
126,3625,2024-03-07,2961.08,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
127,3729,2024-05-12,4897.44,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
128,2597,2024-01-24,2902.56,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
129,4060,2024-02-11,4750.3,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
130,3693,2024-01-13,2276.25,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
131,5891,2024-04-24,2235.62,Net Banking,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
132,4627,2024-04-16,2550.04,Net Banking,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
133,2363,2024-01-12,3517.38,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
134,2981,2024-01-27,1901.32,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
135,2663,2024-03-17,4333.04,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
136,2529,2024-06-18,243.48,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
137,3038,2024-03-12,2254.84,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
138,4302,2024-01-11,2603.86,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
139,3237,2024-01-20,3074.46,Net Banking,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
140,2306,2024-03-04,1452.75,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
141,5029,2024-03-21,2194.65,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
142,3675,2024-05-16,2474.23,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
143,2282,2024-06-21,3465.86,Debit Card,Android,failed,timeout,2,0,lost,3465.86,0.0,2_retries
144,1709,2024-01-13,3890.37,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
145,5744,2024-06-25,3715.35,Net Banking,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
146,5413,2024-02-29,1773.76,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
147,4748,2024-01-23,4997.31,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
148,5779,2024-04-23,4258.46,Debit Card,Web,failed,network_error,2,1,recovered,0.0,4258.46,2_retries
149,1663,2024-05-05,1374.11,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
150,2998,2024-06-11,1056.02,Net Banking,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
151,4445,2024-02-13,1638.7,Credit Card,Web,failed,insufficient_funds,0,0,lost,1638.7,0.0,no_retry
152,4743,2024-05-01,2316.49,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
153,2495,2024-01-28,4268.92,Credit Card,iOS,failed,insufficient_funds,0,0,lost,4268.92,0.0,no_retry
154,4304,2024-01-10,3913.98,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
